doro,one,two,three,delta
서울특별시 영등포구 국회대로54길 65,3164,3090,2472,-692 
서울특별시 영등포구 국회대로55길 20,1711,1997,2299,588 
서울특별시 영등포구 국회대로55길 31,1561,1895,2828,1267 
서울특별시 영등포구 국회대로76가길 11,2218,2948,3860,1642 
서울특별시 영등포구 당산로 175,2284,2784,3294,1010 
서울특별시 영등포구 당산로 214,2835,3098,4262,1427 
서울특별시 영등포구 당산로 222,3237,3773,3988,751 
서울특별시 영등포구 당산로 68,2395,1546,3745,1350 
서울특별시 영등포구 당산로 95,2446,3070,3532,1086 
서울특별시 영등포구 당산로31길 32,2184,3322,3842,1658 
서울특별시 영등포구 당산로36길 12,2331,3562,4066,1735 
서울특별시 영등포구 당산로41길 23,2625,2929,3942,1317 
서울특별시 영등포구 당산로42길 13,2540,2571,5376,2836 
서울특별시 영등포구 당산로42길 16,2943,3741,4746,1803 
서울특별시 영등포구 당산로42길 7,2738,4179,4889,2151 
서울특별시 영등포구 당산로45길 7-3,2302,3307,3554,1252 
서울특별시 영등포구 당산로49길 11-4,4314,4253,4288,-26 
서울특별시 영등포구 당산로4길 12,2424,4019,3653,1229 
서울특별시 영등포구 당산로54길 11,2613,2990,3463,850 
서울특별시 영등포구 대림로 256,2158,2027,2442,284 
서울특별시 영등포구 대림로22길 29,1742,2240,2352,610 
서울특별시 영등포구 대림로22길 38,1447,1643,1825,378 
서울특별시 영등포구 대림로29길 13,2234,2225,2108,-126 
서울특별시 영등포구 대림로31길 39,1518,2007,2228,710 
서울특별시 영등포구 대림로34다길 14,950,1457,1449,499 
서울특별시 영등포구 대방천로 180,2732,3662,4150,1418 
서울특별시 영등포구 대방천로14길 32,2429,2911,2895,466 
서울특별시 영등포구 대방천로14길 34,2171,2441,2547,376 
서울특별시 영등포구 대방천로14길 8,2480,3075,3590,1110 
서울특별시 영등포구 도림로 187,1976,2337,2852,876 
서울특별시 영등포구 도림로 313,2256,2929,3274,1018 
서울특별시 영등포구 도림로 365,1878,3276,2827,949 
서울특별시 영등포구 도림로 456,2371,2606,2995,624 
서울특별시 영등포구 도림로 464,2598,2838,3693,1095 
서울특별시 영등포구 도림로143길 27,2232,2330,2834,602 
서울특별시 영등포구 도림로143길 32,2068,2408,2796,728 
서울특별시 영등포구 도림로145길 28,2047,2621,2698,651 
서울특별시 영등포구 도림로47길 1,1734,2209,2280,546 
서울특별시 영등포구 도림로54길 14,2273,1698,2061,-212 
서울특별시 영등포구 도림천로 391,1613,1749,1944,331 
서울특별시 영등포구 도림천로 431,2080,2488,2898,818 
서울특별시 영등포구 도림천로19길 12,2683,2758,2671,-12 
서울특별시 영등포구 도신로 100,1961,2505,2546,585 
서울특별시 영등포구 도신로 31,2181,3447,3390,1209 
서울특별시 영등포구 도신로 68,2433,2984,3989,1556 
서울특별시 영등포구 도신로15라길 5-7,1924,2310,2245,321 
서울특별시 영등포구 도신로29길 28,2577,4131,3798,1221 
서울특별시 영등포구 도신로48길 35,2100,2518,3187,1087 
서울특별시 영등포구 도신로4길 14,1719,2130,2322,603 
서울특별시 영등포구 도신로4길 6,1733,2118,2327,594 
서울특별시 영등포구 도영로 2-5,2248,3054,3157,909 
서울특별시 영등포구 도영로 66,2619,3340,4358,1739 
서울특별시 영등포구 도영로7길 7,2304,2331,2182,-122 
서울특별시 영등포구 디지털로 420,2628,2832,3168,540 
서울특별시 영등포구 디지털로64길 15-9,1579,0,2030,451 
서울특별시 영등포구 디지털로69길 12,1873,2474,2273,400 
서울특별시 영등포구 디지털로69길 13,1933,1729,1930,-3 
서울특별시 영등포구 문래로 137,2618,3185,3825,1207 
서울특별시 영등포구 문래로 191,4309,4309,4091,-218 
서울특별시 영등포구 문래로 82,2177,2942,3724,1547 
서울특별시 영등포구 문래로 94-7,2467,3222,3601,1134 
서울특별시 영등포구 문래로20길 14,2603,3341,3322,719 
서울특별시 영등포구 문래로4길 14,2070,2524,2922,852 
서울특별시 영등포구 문래로4길 26,2211,2805,3024,813 
서울특별시 영등포구 문래로4길 6,2194,2922,2916,722 
서울특별시 영등포구 문래로8길 5,2372,2866,3362,990 
서울특별시 영등포구 문래북로 108,2642,3011,3497,855 
서울특별시 영등포구 문래북로 22,1942,2330,2563,621 
서울특별시 영등포구 버드나루로 116,2874,2335,2816,-58 
서울특별시 영등포구 버드나루로 130,3125,3131,4030,905 
서울특별시 영등포구 버드나루로 85,2527,2527,2429,-98 
서울특별시 영등포구 버드나루로12가길 13,2118,2332,2702,584 
서울특별시 영등포구 버드나루로15길 11,1832,0,2357,525 
서울특별시 영등포구 버드나루로16길 5,1550,0,1173,-377 
서울특별시 영등포구 버드나루로17길 2,3028,3004,3014,-14 
서울특별시 영등포구 버드나루로22길 5,1963,2074,2281,318 
서울특별시 영등포구 버드나루로22길 7,2080,3227,3249,1169 
서울특별시 영등포구 버드나루로5길 8,2947,2504,2755,-192 
서울특별시 영등포구 선유동2로 23,2026,2654,2888,862 
서울특별시 영등포구 선유동2로 29,2190,2643,3181,991 
서울특별시 영등포구 선유동2로 56,2787,2718,3466,679 
서울특별시 영등포구 선유로 172,2082,2631,2658,576 
서울특별시 영등포구 선유로 207,2405,2914,3442,1037 
서울특별시 영등포구 선유로 33,2016,2749,2884,868 
서울특별시 영등포구 선유로 49,1817,2312,2422,605 
서울특별시 영등포구 선유로33길 22,2081,2837,3195,1114 
서울특별시 영등포구 선유로33길 23,2060,2137,3356,1296 
서울특별시 영등포구 선유로42길 6,2571,2507,3317,746 
서울특별시 영등포구 선유로43가길 24,2166,3231,2885,719 
서울특별시 영등포구 선유로47길 34,2416,2970,3577,1161 
서울특별시 영등포구 선유로9길 31,1544,0,1656,112 
서울특별시 영등포구 선유로9나길 5,2765,3360,3658,893 
서울특별시 영등포구 선유로9나길 8,1923,2360,2744,821 
서울특별시 영등포구 선유서로 115,1876,2996,2096,220 
서울특별시 영등포구 선유서로 116,2423,2736,3314,891 
서울특별시 영등포구 선유서로 31,2174,2002,2668,494 
서울특별시 영등포구 선유서로 40,2240,3138,3012,772 
서울특별시 영등포구 선유서로 43,2012,1843,3379,1367 
서울특별시 영등포구 선유서로 6,1589,2041,2340,751 
서울특별시 영등포구 선유서로 91,1894,0,3536,1642 
서울특별시 영등포구 선유서로21길 19,2069,2548,2990,921 
서울특별시 영등포구 선유서로21길 30,2169,2591,3081,912 
서울특별시 영등포구 선유서로26길 23,2021,0,2684,663 
서울특별시 영등포구 선유서로34길 6,2080,2737,3511,1431 
서울특별시 영등포구 선유서로9길 5,1771,2199,2335,564 
서울특별시 영등포구 시흥대로 589-8,2106,2596,2202,96 
서울특별시 영등포구 시흥대로 609,1908,2146,2537,629 
서울특별시 영등포구 시흥대로173길 13,2137,2691,3012,875 
서울특별시 영등포구 시흥대로187길 12,1643,2761,2689,1046 
서울특별시 영등포구 신길로 108,2973,3876,4923,1950 
서울특별시 영등포구 신길로 119,2300,3199,3637,1337 
서울특별시 영등포구 신길로 214,1902,2258,2522,620 
서울특별시 영등포구 신길로23길 20,2437,3630,3305,868 
서울특별시 영등포구 신길로42가길 34,1853,2000,2444,591 
서울특별시 영등포구 신길로42길 35,2392,2192,2442,50 
서울특별시 영등포구 신길로60나길 9,2396,3788,3124,728 
서울특별시 영등포구 신풍로 77,3340,4074,5758,2418 
서울특별시 영등포구 신풍로 93,2709,3534,3621,912 
서울특별시 영등포구 양산로 177,2727,3064,3898,1171 
서울특별시 영등포구 양산로 214,1697,2917,2701,1004 
서울특별시 영등포구 양산로 56,2131,2326,3024,893 
서울특별시 영등포구 양산로17길 22,2391,3274,3344,953 
서울특별시 영등포구 양산로25길 12,3314,3912,4335,1021 
서울특별시 영등포구 양산로25길 16,3678,4193,4701,1023 
서울특별시 영등포구 양산로25길 8,3682,3928,4721,1039 
서울특별시 영등포구 양평로 57,2548,3303,3496,948 
서울특별시 영등포구 양평로17길 36,2101,2612,2748,647 
서울특별시 영등포구 양평로17길 9,2226,2647,3140,914 
서울특별시 영등포구 양평로23길 18,1423,1299,3232,1809 
서울특별시 영등포구 양평로24길 9,2463,2761,3516,1053 
서울특별시 영등포구 양평로28가길 44,2288,1895,2841,553 
서울특별시 영등포구 양평로30가길 15,2158,2295,2906,748 
서울특별시 영등포구 양평로30길 51,1871,2600,3257,1386 
서울특별시 영등포구 여의나루로 121,5022,5661,6870,1848 
서울특별시 영등포구 여의나루로 126,4040,4404,5868,1828 
서울특별시 영등포구 여의나루로 7,3758,3849,4448,690 
서울특별시 영등포구 여의대로6길 17,4292,3797,5638,1346 
서울특별시 영등포구 여의대방로 25,2388,3257,2442,54 
서울특별시 영등포구 여의대방로 45,2306,3274,4365,2059 
서울특별시 영등포구 여의대방로 99-3,1434,0,1782,348 
서울특별시 영등포구 여의대방로29길 10,1957,0,2695,738 
서울특별시 영등포구 여의대방로29길 9,1945,0,2918,973 
서울특별시 영등포구 여의대방로43나길 25,2634,2820,3495,861 
서울특별시 영등포구 여의대방로43라길 9,2575,2657,2814,239 
서울특별시 영등포구 여의대방로5길 6,2597,3513,3808,1211 
서울특별시 영등포구 여의대방로61길 19,1967,2658,3137,1170 
서울특별시 영등포구 여의대방로61길 5-2,2009,3348,3720,1711 
서울특별시 영등포구 여의대방로61길 50,2839,3183,2546,-293 
서울특별시 영등포구 여의대방로61길 6,1863,2348,2761,898 
서울특별시 영등포구 여의대방로9길 5,1730,1931,2281,551 
서울특별시 영등포구 여의동로 143,2914,3191,3784,870 
서울특별시 영등포구 여의동로 213,2954,3479,4291,1337 
서울특별시 영등포구 여의동로 97,2643,3677,3451,808 
서울특별시 영등포구 여의동로3길 10,3229,3911,4094,865 
서울특별시 영등포구 영등포로 106,2517,2912,3089,572 
서울특별시 영등포구 영등포로 17,1770,2168,2638,868 
서울특별시 영등포구 영등포로 351,1937,3027,3123,1186 
서울특별시 영등포구 영등포로 390,3256,3373,2891,-365 
서울특별시 영등포구 영등포로 49,1672,2132,2706,1034 
서울특별시 영등포구 영등포로12길 7,2059,1950,3210,1151 
서울특별시 영등포구 영등포로12길 8,2529,3161,3824,1295 
서울특별시 영등포구 영등포로20길 20,1995,2122,2631,636 
서울특별시 영등포구 영등포로28길 5,2395,2608,3066,671 
서울특별시 영등포구 영등포로3길 9,2500,2299,3374,874 
서울특별시 영등포구 영등포로62길 42,1860,2138,2410,550 
서울특별시 영등포구 영등포로64길 11,2146,2493,2991,845 
서울특별시 영등포구 영등포로64길 8,2056,2781,2836,780 
서울특별시 영등포구 영등포로84길 42,1854,0,2807,953 
서울특별시 영등포구 영등포로86길 32,1691,0,1717,26 
서울특별시 영등포구 영신로 191,2365,3030,3028,663 
서울특별시 영등포구 영신로 193,2270,2972,3539,1269 
서울특별시 영등포구 영신로 237,3844,4621,5336,1492 
서울특별시 영등포구 영신로19길 13,1345,1862,1901,556 
서울특별시 영등포구 영신로25길 8,2205,1440,2689,484 
서울특별시 영등포구 영신로33길 3,2722,3767,3792,1070 
서울특별시 영등포구 영신로55길 8,2641,3141,3888,1247 
서울특별시 영등포구 영신로57길 5,2568,3010,3827,1259 
서울특별시 영등포구 영중로 120,3420,3406,3365,-55 
서울특별시 영등포구 영중로 145,2582,3286,4171,1589 
서울특별시 영등포구 영중로 154,2327,3079,5224,2897 
서울특별시 영등포구 영중로6길 12,2756,2927,2927,171 
서울특별시 영등포구 의사당대로 110,3611,4100,5388,1777 
서울특별시 영등포구 의사당대로 127,2231,2314,3468,1237 
서울특별시 용산구 녹사평대로 245,2525,2706,3312,787 
서울특별시 용산구 녹사평대로 250-1,1829,2212,3170,1341 
서울특별시 용산구 녹사평대로 254,3635,2759,5948,2313 
서울특별시 용산구 녹사평대로 286,3898,4095,5151,1253 
서울특별시 용산구 녹사평대로42길 27,2225,1770,2095,-130 
서울특별시 용산구 대사관로 23,3040,0,3613,573 
서울특별시 용산구 대사관로11길 21,3119,2732,4594,1475 
서울특별시 용산구 대사관로24길 8,2917,3083,3303,386 
서울특별시 용산구 대사관로7길 5,2651,3167,3446,795 
서울특별시 용산구 대사관로8길 9,4796,0,6563,1767 
서울특별시 용산구 독서당로 111,7945,7642,6888,-1057 
서울특별시 용산구 독서당로 22,2993,4290,4677,1684 
서울특별시 용산구 독서당로 46,4400,4960,5150,750 
서울특별시 용산구 독서당로 70,2250,2459,3799,1549 
서울특별시 용산구 독서당로 73,1638,2592,3062,1424 
서울특별시 용산구 독서당로 73-4,2342,2837,4146,1804 
서울특별시 용산구 독서당로34길 22,3799,3966,4992,1193 
서울특별시 용산구 독서당로6길 16,3114,3620,4496,1382 
서울특별시 용산구 백범로 250,2991,4259,4077,1086 
서울특별시 용산구 백범로 260,4098,5396,5805,1707 
서울특별시 용산구 백범로 341,2660,3734,3358,698 
서울특별시 용산구 백범로 346,2555,3147,3844,1289 
서울특별시 용산구 백범로45길 21-26,1630,0,2165,535 
서울특별시 용산구 백범로45길 9-10,1321,0,1894,573 
서울특별시 용산구 백범로45길 9-11,2290,3224,4098,1808 
서울특별시 용산구 백범로51길 23,2018,2630,1847,-171 
서울특별시 용산구 백범로79다길 35,1852,0,2848,996 
서울특별시 용산구 백범로90길 12,4845,5124,4990,145 
서울특별시 용산구 백범로90길 26,2472,3612,4027,1555 
서울특별시 용산구 백범로90길 38,4086,4250,4098,12 
서울특별시 용산구 백범로90길 74,2915,2912,4762,1847 
서울특별시 용산구 백범로90길 90,3303,4124,4752,1449 
서울특별시 용산구 백범로90다길 12,2642,3598,3600,958 
서울특별시 용산구 백범로90라길 28,2442,3324,3652,1210 
서울특별시 용산구 보광로 14,4449,4974,6062,1613 
서울특별시 용산구 보광로5길 40,3407,4401,5367,1960 
서울특별시 용산구 보광로7길 55,3681,0,5563,1882 
서울특별시 용산구 삼개로 60,2537,3091,2976,439 
서울특별시 용산구 새창로 70,2902,3766,4364,1462 
서울특별시 용산구 새창로12길 11-7,911,2042,1385,474 
서울특별시 용산구 새창로8길 157,2517,3386,3903,1386 
서울특별시 용산구 서빙고로 31,3990,3577,4480,490 
서울특별시 용산구 서빙고로 35,4256,3901,4848,592 
서울특별시 용산구 서빙고로 413,3223,3838,4309,1086 
서울특별시 용산구 서빙고로 417,3624,0,4580,956 
서울특별시 용산구 서빙고로 48,4415,0,6239,1824 
서울특별시 용산구 서빙고로 67,4447,4925,5497,1050 
서울특별시 용산구 서빙고로 69,4114,5813,6259,2145 
서울특별시 용산구 서빙고로51길 64,3503,4842,4815,1312 
서울특별시 용산구 서빙고로51길 68-14,3102,4584,4947,1845 
서울특별시 용산구 서빙고로97길 2-7,3440,0,4672,1232 
서울특별시 용산구 신흥로2길 58,2042,2271,2452,410 
서울특별시 용산구 우사단로10길 39-96,4649,5268,8312,3663 
서울특별시 용산구 원효로 129,3334,3928,4686,1352 
서울특별시 용산구 원효로 166,1903,1570,2397,494 
서울특별시 용산구 원효로 216,3752,5523,4894,1142 
서울특별시 용산구 원효로 251,3559,4163,5116,1557 
서울특별시 용산구 원효로 40,3154,4419,5360,2206 
서울특별시 용산구 원효로 66,3787,4790,6102,2315 
서울특별시 용산구 원효로90길 11,3788,5218,5333,1545 
서울특별시 용산구 유엔빌리지길 11,3404,3750,4157,753 
서울특별시 용산구 유엔빌리지길 200-16,4146,5024,4582,436 
서울특별시 용산구 이촌로 1,2989,3473,3477,488 
서울특별시 용산구 이촌로 100-8,3676,4046,4695,1019 
서울특별시 용산구 이촌로 104,2500,3071,3910,1410 
서울특별시 용산구 이촌로 156,2487,4064,4886,2399 
서울특별시 용산구 이촌로 174,4226,3924,5559,1333 
서울특별시 용산구 이촌로 177,3463,0,4815,1352 
서울특별시 용산구 이촌로 181,4721,5492,4552,-169 
서울특별시 용산구 이촌로 192,2278,2364,3199,921 
서울특별시 용산구 이촌로 193,4454,4257,6209,1755 
서울특별시 용산구 이촌로 201,5215,5856,7164,1949 
서울특별시 용산구 이촌로 248,7311,7121,8027,716 
서울특별시 용산구 이촌로 260,3773,4786,4944,1171 
서울특별시 용산구 이촌로 303,3060,4079,4835,1775 
서울특별시 용산구 이촌로 310,5747,8894,7445,1698 
서울특별시 용산구 이촌로 324-10,3566,4086,5330,1764 
서울특별시 용산구 이촌로 347,3867,4447,6175,2308 
서울특별시 용산구 이촌로14길 7,4078,4311,4738,660 
서울특별시 용산구 이촌로18길 3-7,3386,3902,3973,587 
서울특별시 용산구 이촌로29길 21-7,3534,4543,4854,1320 
서울특별시 용산구 이촌로2가길 122,4264,4243,5851,1587 
서울특별시 용산구 이촌로2가길 66,5140,5486,6026,886 
서울특별시 용산구 이촌로34길 10,2726,4125,4295,1569 
서울특별시 용산구 이촌로34길 29,4346,5209,5724,1378 
서울특별시 용산구 이촌로46길 2,1956,2934,3139,1183 
서울특별시 용산구 이촌로54길 16,1633,1955,1560,-73 
서울특별시 용산구 이촌로62길 14,4661,4972,3822,-839 
서울특별시 용산구 이촌로62길 9,2213,2545,2850,637 
서울특별시 용산구 이촌로64길 15,4376,4966,6113,1737 
서울특별시 용산구 이촌로64길 20,1744,0,2423,679 
서울특별시 용산구 이촌로64길 61,2852,3355,3271,419 
서울특별시 용산구 이촌로65가길 23,4248,4449,7164,2916 
서울특별시 용산구 이촌로65가길 3,3518,5592,4109,591 
서울특별시 용산구 이촌로65가길 51,5217,4960,7467,2250 
서울특별시 용산구 이촌로65길 8,4777,5897,7247,2470 
서울특별시 용산구 이촌로69길 30,5332,5703,6558,1226 
서울특별시 용산구 이촌로71길 10,4294,5690,6292,1998 
서울특별시 용산구 이촌로75길 6,2285,3339,3339,1054 
서울특별시 용산구 이촌로87길 13,4406,4824,4896,490 
서울특별시 용산구 이촌로87길 14,4843,4633,6810,1967 
서울특별시 용산구 이촌로87길 21,4326,4965,5940,1614 
서울특별시 용산구 이촌로88길 15,4508,4489,5313,805 
서울특별시 용산구 이촌로88길 3,1956,2657,2250,294 
서울특별시 용산구 이촌로88길 30,4094,5162,4648,554 
서울특별시 용산구 이촌로89길 32,4728,5060,6813,2085 
서울특별시 용산구 이태원로 217,2624,2410,3205,581 
서울특별시 용산구 이태원로20길 31,3266,4144,4385,1119 
서울특별시 용산구 장문로 141,3208,4172,5834,2626 
서울특별시 용산구 장문로 27,3732,4351,4033,301 
서울특별시 용산구 장문로 30,3132,0,3172,40 
서울특별시 용산구 장문로9가길 19,2313,0,2111,-202 
서울특별시 용산구 장문로9길 65,2787,0,3038,251 
서울특별시 용산구 청파로 201-17,3749,4997,5422,1673 
서울특별시 용산구 청파로 205-26,3103,0,3800,697 
서울특별시 용산구 청파로 213,2578,3180,3814,1236 
서울특별시 용산구 청파로20길 9,2145,2338,2848,703 
서울특별시 용산구 청파로47나길 45-37,1775,2088,2474,699 
서울특별시 용산구 한강대로 205,3316,4098,4693,1377 
서울특별시 용산구 한강대로 211,2930,3158,4063,1133 
서울특별시 용산구 한강대로 26,2859,3394,3888,1029 
서울특별시 용산구 한강대로 372,2692,3188,3466,774 
서울특별시 용산구 한강대로 69,4329,5086,5456,1127 
서울특별시 용산구 한강대로 95,4444,5611,5416,972 
서울특별시 용산구 한강대로102다길 26,2705,3380,3145,440 
서울특별시 용산구 한강대로104마길 30,2775,3000,4682,1907 
서울특별시 용산구 한강대로10길 14,3767,3806,5260,1493 
서울특별시 용산구 한강대로14길 37,3883,3648,4919,1036 
서울특별시 용산구 한강대로30길 25,4548,5379,6591,2043 
서울특별시 용산구 한강대로43길 13,3565,3686,4483,918 
서울특별시 용산구 한강대로43길 8,3038,4389,4461,1423 
서울특별시 용산구 한강대로53길 16,3270,4424,5086,1816 
서울특별시 용산구 한강대로62길 32,3078,3394,4219,1141 
서울특별시 용산구 한남대로 60,3658,4642,4835,1177 
서울특별시 용산구 한남대로27길 42,3557,0,5248,1691 
서울특별시 용산구 한남대로27길 60,4051,4985,5570,1519 
서울특별시 용산구 회나무로13가길 6,2002,0,2161,159 
서울특별시 용산구 효창원로 157,1537,2116,2246,709 
서울특별시 용산구 효창원로 17,2729,3387,4353,1624 
서울특별시 용산구 효창원로 88,2662,4845,4077,1415 
서울특별시 용산구 효창원로15길 16,2537,2774,4197,1660 
서울특별시 용산구 효창원로69길 57,1336,2588,3108,1772 
서울특별시 용산구 효창원로70길 10,2042,1964,2513,471 
서울특별시 용산구 효창원로70길 18,2138,2099,1944,-194 
서울특별시 용산구 효창원로70길 19,2644,2372,3374,730 
서울특별시 용산구 효창원로70길 26,1792,2026,2435,643 
서울특별시 용산구 효창원로70길 34,1446,0,1705,259 
서울특별시 용산구 효창원로72길 29,1843,2137,2372,529 
서울특별시 용산구 효창원로72길 42,1519,2017,1846,327 
서울특별시 용산구 효창원로76길 7,1479,1595,1776,297 
서울특별시 용산구 효창원로8길 16,1741,2438,2718,977 
서울특별시 용산구 효창원로93길 14,1361,0,2945,1584 
서울특별시 용산구 후암로 65,2197,2417,2655,458 
서울특별시 용산구 후암로 71,1970,2174,2592,622 
서울특별시 용산구 후암로 71-1,2832,3073,4100,1268 
서울특별시 용산구 후암로16나길 23,2018,1818,1924,-94 
서울특별시 용산구 후암로28길 29,1540,1747,1822,282 
서울특별시 용산구 후암로28다길 7-5,1911,0,2221,310 
서울특별시 용산구 후암로34길 31-17,1597,0,2603,1006 
서울특별시 은평구 가좌로 295,1586,0,1626,40 
서울특별시 은평구 가좌로 319,2837,0,3334,497 
서울특별시 은평구 가좌로 330,2747,2890,2757,10 
서울특별시 은평구 가좌로 341,1908,2070,2129,221 
서울특별시 은평구 가좌로 342,1216,1486,1536,320 
서울특별시 은평구 가좌로 344,1377,1556,1715,338 
서울특별시 은평구 가좌로 391,1420,1741,1723,303 
서울특별시 은평구 가좌로11가길 12-4,1306,1374,1770,464 
서울특별시 은평구 가좌로12길 12,1380,1353,1415,35 
서울특별시 은평구 가좌로12길 15,1844,2524,2718,874 
서울특별시 은평구 가좌로7나길 30,1170,1198,1629,459 
서울특별시 은평구 가좌로7나길 35,1418,1473,1588,170 
서울특별시 은평구 갈현로 100,1090,0,1546,456 
서울특별시 은평구 갈현로 232,997,0,1456,459 
서울특별시 은평구 갈현로 300,2500,2460,2789,289 
서울특별시 은평구 갈현로11길 46,1479,1384,1872,393 
서울특별시 은평구 갈현로11길 7,944,830,984,40 
서울특별시 은평구 갈현로12길 23,1380,0,1440,60 
서울특별시 은평구 갈현로12길 7,1380,1322,1159,-221 
서울특별시 은평구 갈현로15길 43,867,947,908,41 
서울특별시 은평구 갈현로15길 46,867,0,816,-51 
서울특별시 은평구 갈현로15길 53,1000,925,1244,244 
서울특별시 은평구 갈현로16길 16,903,1030,1084,181 
서울특별시 은평구 갈현로17길 17,1613,1788,2041,428 
서울특별시 은평구 갈현로17길 30,1257,0,1431,174 
서울특별시 은평구 갈현로1길 28,985,1378,1455,470 
서울특별시 은평구 갈현로1길 28-1,1453,0,1465,12 
서울특별시 은평구 갈현로1길 31,2093,2275,2498,405 
서울특별시 은평구 갈현로1길 36,1732,2135,2351,619 
서울특별시 은평구 갈현로23길 41,1291,1220,1220,-71 
서울특별시 은평구 갈현로29길 11,1602,1827,1719,117 
서울특별시 은평구 갈현로29길 52,1484,1390,1526,42 
서울특별시 은평구 갈현로29길 61,1336,1251,1418,82 
서울특별시 은평구 갈현로29길 62,1632,1904,1891,259 
서울특별시 은평구 갈현로2가길 1-1,1519,0,1493,-26 
서울특별시 은평구 갈현로33길 24,1615,2050,1793,178 
서울특별시 은평구 갈현로36길 15,1779,0,2065,286 
서울특별시 은평구 갈현로37길 59,1430,1830,2127,697 
서울특별시 은평구 갈현로37길 63,1222,1636,2454,1232 
서울특별시 은평구 갈현로37길 64,1363,0,2733,1370 
서울특별시 은평구 갈현로3나길 22,2136,2426,2251,115 
서울특별시 은평구 갈현로3나길 23,1477,1651,2244,767 
서울특별시 은평구 갈현로3다길 1-14,1157,0,1257,100 
서울특별시 은평구 갈현로3다길 15,1264,1322,1658,394 
서울특별시 은평구 갈현로45길 57,1212,1334,1265,53 
서울특별시 은평구 갈현로4길 26-5,1916,1899,1437,-479 
서울특별시 은평구 갈현로5길 25-11,1602,1307,1392,-210 
서울특별시 은평구 갈현로5길 26,1087,0,1295,208 
서울특별시 은평구 갈현로5길 29-23,855,0,1425,570 
서울특별시 은평구 갈현로7길 56,1525,1764,1797,272 
서울특별시 은평구 녹번로 40,1402,1568,1722,320 
서울특별시 은평구 녹번로 6-28,1572,1755,1756,184 
서울특별시 은평구 녹번로 6-29,1764,1716,1864,100 
서울특별시 은평구 백련산로 127,1546,1252,1784,238 
서울특별시 은평구 백련산로 146,1865,2603,2414,549 
서울특별시 은평구 백련산로 160,2021,2224,2709,688 
서울특별시 은평구 백련산로 173,1320,1335,1400,80 
서울특별시 은평구 백련산로 36,2162,2575,3114,952 
서울특별시 은평구 백련산로 37,2431,2711,3359,928 
서울특별시 은평구 백련산로 38,2194,2564,3253,1059 
서울특별시 은평구 백련산로 6,1305,1885,2274,969 
서울특별시 은평구 백련산로 84,2029,2185,2653,624 
서울특별시 은평구 백련산로 91-5,1396,0,1618,222 
서울특별시 은평구 백련산로14길 1,1665,0,1882,217 
서울특별시 은평구 백련산로2길 19,2153,2419,3057,904 
서울특별시 은평구 불광로 122-10,2422,3164,3271,849 
서울특별시 은평구 불광로 153,1398,1535,1901,503 
서울특별시 은평구 불광로 156,1560,1786,2024,464 
서울특별시 은평구 불광로 170,2073,1603,2488,415 
서울특별시 은평구 불광로 208,1950,1710,1975,25 
서울특별시 은평구 불광로 40-9,2009,2207,2384,375 
서울특별시 은평구 불광로 64,1951,3741,3904,1953 
서울특별시 은평구 불광로 9-1,3375,3422,3227,-148 
서울특별시 은평구 불광로 90,1346,1832,2232,886 
서울특별시 은평구 불광로 98-8,1322,1566,2288,966 
서울특별시 은평구 불광로10길 20,1384,0,1232,-152 
서울특별시 은평구 불광로13가길 7-3,1997,1785,2543,546 
서울특별시 은평구 불광로14길 20,1513,0,1392,-121 
서울특별시 은평구 불광로18가길 18,882,831,1221,339 
서울특별시 은평구 불광로1길 12,2480,2431,2476,-4 
서울특별시 은평구 불광로1길 2-4,3288,0,1601,-1687 
서울특별시 은평구 불광로1길 2-6,2543,2576,2351,-192 
서울특별시 은평구 불광로1길 4,2149,2562,2800,651 
서울특별시 은평구 불광로1길 9,2178,2241,2273,95 
서울특별시 은평구 불광로2길 16,2310,2815,2873,563 
서울특별시 은평구 불광로2길 33,2419,3200,2949,530 
서울특별시 은평구 불광로2길 7,2495,3191,3576,1081 
서울특별시 은평구 불광로6길 20,1241,1590,1558,317 
서울특별시 은평구 불광로6길 4,1651,1192,1322,-329 
서울특별시 은평구 불광천길 502,1675,1333,2092,417 
서울특별시 은평구 불광천길 520,1537,1495,1578,41 
서울특별시 은평구 불광천길 536,1670,1767,1878,208 
서울특별시 은평구 서오릉로 102,2605,2566,2613,8 
서울특별시 은평구 서오릉로 181,1247,1238,1493,246 
서울특별시 은평구 서오릉로 228,1343,1296,1364,21 
서울특별시 은평구 서오릉로 258,1322,1426,1457,135 
서울특별시 은평구 서오릉로 46,1824,1965,2486,662 
서울특별시 은평구 서오릉로 94,1833,1666,1974,141 
서울특별시 은평구 서오릉로18길 33-14,1012,0,1180,168 
서울특별시 은평구 서오릉로20길 17,1109,1048,1029,-80 
서울특별시 은평구 서오릉로20길 5-10,892,1250,1274,382 
서울특별시 은평구 서오릉로21길 20,1157,1010,1410,253 
서울특별시 은평구 서오릉로21길 36,1392,1411,1642,250 
서울특별시 은평구 서오릉로21길 47,1400,1712,1852,452 
서울특별시 은평구 서오릉로21길 48,1521,1874,1470,-51 
서울특별시 은평구 서오릉로23길 9-8,1166,1278,1398,232 
서울특별시 은평구 서오릉로27길 26-6,898,0,879,-19 
서울특별시 은평구 서오릉로2길 9,2058,2132,2228,170 
서울특별시 은평구 서오릉로4길 7-8,1434,2003,1842,408 
