danjigubn,sedesu,nambang,sigog,siheg,gukag,eill,guard,danjicode,clean,food,water,ellbe,gisa,giha,cctv,gucha,amenities,doro,donli,danjiname,amenitiesCnt,price,market,school,station,bank,café,hospital ,ipji
아파트,175,개별난방,유진기업,유진기업,(주)태룡에스디,2,2,A15208005,2,차량수거방식,부스타방식,7,85,122,47,무,"관리사무소, 노인정",서울특별시 구로구 경인로47길 128,고척동,고척마젤란,2,2004,30,0,0,17,32,30,109
아파트,339,개별난방,벽산건설(주),고척제3주택재개발정비사업조합,국제경보산업(주),5,4,A15208006,4,음식물쓰레기종량제,부스타방식,12,0,427,94,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소, 기타",서울특별시 구로구 고척로60길 30,고척동,고척벽산베스트블루밍,9,2570,40,80,0,11,29,24,184
아파트,180,개별난방,(주)월드건설,(주)대한토지신탁,(주)태룡에스디,2,3,A15208007,2,음식물쓰레기종량제,부스타방식,5,30,180,58,유,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소, 기타",서울특별시 구로구 중앙로8길 11,고척동,고척월드메르디앙,6,2522,30,40,0,21,47,25,163
아파트,165,개별난방,양우종합건설,"황실,건영 재건축조합",광인산업(주),2,2,A15208201,2,음식물쓰레기종량제,고가수조식,3,15,154,34,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 구로구 고척로52길 9,고척동,고척양우,4,1718,40,40,0,8,22,13,123
아파트,245,개별난방,삼익건설,한성재건축 주택조합,서일개발(주),3,4,A15208202,2,음식물쓰레기종량제,고가수조식,5,93,194,52,무,"관리사무소, 노인정, 자전거보관소, 기타",서울특별시 구로구 중앙로15길 132-17,고척동,고척삼익1단지,4,1809,40,60,0,1,11,7,119
아파트,390,개별난방,한일건설,한일건설,(주)무림하우징,5,4,A15208204,4,차량수거방식,부스타방식,10,65,369,57,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 구로구 중앙로15길 151,고척동,고척한일유앤아이,5,2545,20,100,0,1,10,3,134
아파트,"1,983",개별난방,"중앙건설,벽산건설",세아제강,(주)신원티엠씨(TMC),13,15,A15209002,18,음식물쓰레기종량제,고가수조식,42,319,2221,434,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소, 기타",서울특별시 구로구 경인로 382,개봉동,개봉한마을,9,2647,40,80,20,21,27,29,217
아파트,156,개별난방,,,,1,3,A15209003,1,차량수거방식,부스타방식,2,114,0,16,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 구로구 경인로40길 25,개봉동,청실아파트,5,1930,30,0,50,30,41,53,204
아파트,684,개별난방,현대산업개발,현대산업개발,서림주택관리(주),7,8,A15209004,7,차량수거방식,부스타방식,16,61,766,93,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 구로구 개봉로2길 133-15,개봉동,개봉동아이파크,4,2766,30,20,0,23,25,41,139
아파트,100,개별난방,고운건설,고운건설,,,,A15209006,,,,,,,,,"관리사무소, 어린이놀이터",서울특별시 구로구 경인로 271,개봉동,개봉고운아파트,2,1399,20,40,0,16,29,34,139
아파트,978,개별난방,대우건설,개봉1주택재건축조합,세화종합관리(주),8,8,A15209007,7,음식물쓰레기종량제,부스타방식,25,0,1159,252,유,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 구로구 남부순환로 775,개봉동,개봉 푸르지오,7,2690,20,60,0,12,38,28,158
아파트,369,개별난방,삼호(주),개봉삼호아파트 재건축조합,주식회사 푸른종합주택관리,5,4,A15209202,3,차량수거방식,고가수조식,0,12,306,32,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 구로구 남부순환로95길 16,개봉동,개봉삼호아파트,3,2127,30,20,50,26,48,59,233
아파트,561,중앙난방,두산건설,화영재건축주택조합,(주)대한주택관리,8,8,A15209203,5,음식물쓰레기종량제,고가수조식,10,126,400,80,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 구로구 남부순환로95길 88,개봉동,개봉두산,5,1836,20,40,0,8,20,17,105
아파트,783,개별난방,삼환기업(주),영실재건축조합,신화비엠씨(주),7,7,A15209205,8,음식물쓰레기종량제,고가수조식,15,236,473,79,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 구로구 남부순환로95길 54,개봉동,개봉삼환,5,1987,30,40,20,24,46,56,216
아파트,964,개별난방,현대건설,현대건설,한국주택관리(주),8,8,A15209206,8,음식물쓰레기종량제,부스타방식,19,180,872,114,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 구로구 개봉로20길 158,개봉동,개봉현대홈타운2단지,6,2313,30,20,20,23,39,51,183
아파트,"2,412",개별난방,현대건설(주),원풍재건축주택조합,세화종합관리(주),16,20,A15209207,27,차량수거방식,부스타방식,55,208,2860,376,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소",서울특별시 구로구 개봉로20길 6,개봉동,개봉동현대아파트,8,2827,30,20,50,23,42,51,216
아파트,208,개별난방,재건축조합,대상건설,주식회사 푸른종합주택관리,2,4,A15209303,2,음식물쓰레기종량제,고가수조식,3,49,125,48,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 구로구 개봉로1길 170,개봉동,대상,4,1682,30,40,0,9,22,11,112
아파트,212,개별난방,영화건설,영화건설,광인산업주식회사,2,2,A15209304,2,음식물쓰레기종량제,부스타방식,0,50,202,112,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 구로구 개봉로1길 188,개봉동,영화 아이닉스,3,2092,30,20,0,7,15,4,76
아파트,"1,371",개별난방,한진중공업,개봉동아파트재건축조합,우리관리(주),10,14,A15209305,13,음식물쓰레기종량제,고가수조식,31,170,1253,208,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소, 기타",서울특별시 구로구 개봉로3길 87,개봉동,개봉한진,6,2010,20,60,0,7,18,14,119
아파트,571,개별난방,포스코건설,SH공사,대원종합관리(주),5,4,A15210001,3,음식물쓰레기종량제,부스타방식,20,0,695,265,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 구로구 오류로 30,천왕동,천왕연지타운1단지,8,2738,40,80,50,2,9,11,192
아파트,152,개별난방,동선건설,동선건설,(주)무림하우징,1,2,A15210101,1,음식물쓰레기종량제,부스타방식,4,20,100,40,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 구로구 경인로 158,오류동,오류동선,4,2012,20,40,20,19,36,36,171
아파트,182,개별난방,금호건설,금호건설,세화종합관리(주),2,2,A15210102,2,차량수거방식,부스타방식,7,78,127,30,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",서울특별시 구로구 고척로 41,오류동,오류금호어울림,6,2232,10,20,0,13,19,19,81
아파트,205,개별난방,동부건설(주),돌타운재건축조합동부건설,율산개발(주),3,2,A15210103,2,차량수거방식,고가수조식,4,38,202,28,유,"관리사무소, 어린이놀이터, 자전거보관소, 기타",서울특별시 구로구 경인로 248-13,오류동,동부(돌타운)아파트,4,1630,30,20,20,13,28,28,139
아파트,218,개별난방,라인건설(주),라인건설,서림주택관리(주),4,2,A15210104,1,음식물쓰레기종량제,고가수조식,2,61,134,25,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 구로구 경인로 230-13,오류동,오류라인,3,1641,30,40,20,13,28,30,161
아파트,252,개별난방,동부아파트,덕고개 재건축 조합,유원종합관리주식회사,6,2,A15210105,2,음식물쓰레기종량제,고가수조식,6,68,174,25,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 구로구 경인로 248-14,오류동,오류동부덕고개,3,1728,30,40,20,11,34,29,164
아파트,299,개별난방,한신공영,오류2지구역주택개발조합,신한영주택관리(주),3,4,A15210106,4,음식물쓰레기종량제,부스타방식,9,60,279,43,유,,서울특별시 구로구 고척로 52,오류동,오류한신플러스타운,0,1884,10,40,0,18,30,33,131
아파트,932,개별난방,동부건설,동부건설,세화종합관리(주),8,18,A15210107,9,음식물쓰레기종량제,고가수조식,21,231,518,87,무,"관리사무소, 노인정, 어린이놀이터, 유치원, 자전거보관소",서울특별시 구로구 고척로 49,오류동,오류동부골든,5,1526,10,40,0,13,24,22,109
아파트,932,개별난방,동부건설,동부건설,세화종합관리(주),8,18,A15210107,9,음식물쓰레기종량제,고가수조식,21,231,518,87,무,"관리사무소, 노인정, 어린이놀이터, 유치원, 자전거보관소",서울특별시 구로구 고척로 49,오류동,오류동부골든,5,1526,10,40,0,13,24,22,109
아파트,247,개별난방,금강주택,금강주택,한국주택관리(주),3,4,A15210206,2,차량수거방식,고가수조식,6,56,121,30,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 구로구 서해안로34가길 18,오류동,오류금강,4,1612,30,20,20,10,23,25,128
아파트,296,개별난방,경남기업(주),홍진A주택재건축조합,세화종합관리,11,4,A15210207,3,음식물쓰레기종량제,부스타방식,8,59,263,45,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 구로구 오류로 65,오류동,경남아너스빌,3,2121,20,60,20,8,23,22,153
아파트,378,개별난방,대우건설(주) 푸르지오,신장미 재건축,서림주택관리(주),5,4,A15210209,4,거점장비수거방식,부스타방식,10,27,384,64,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 구로구 오류로8길 11,오류동,오류푸르지오,6,2287,20,40,20,12,28,21,141
아파트,423,개별난방,(주)삼천리M&C,삼천리,율산개발(주),5,5,A15210210,4,음식물쓰레기종량제,고가수조식,11,115,414,60,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 구로구 경인로8길 75,오류동,오류삼천리,4,2238,20,40,20,18,33,34,165
아파트,620,개별난방,금강주택,금강주택,광인산업(주),7,6,A15210211,6,기타,부스타방식,62,0,630,160,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",서울특별시 구로구 오리로 1197,오류동,오류금강수목원,8,3056,20,60,20,3,10,7,120
아파트,627,개별난방,영풍산업(주),영풍산업(주),태림주택종합관리(주),6,5,A15210212,7,기타,고가수조식,19,75,595,100,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소, 기타",서울특별시 구로구 경인로8길 64,오류동,오류동 영풍마드레빌,7,2256,20,40,20,15,33,28,156
아파트,522,개별난방,한진중공업,SH공사,씨앤에스자산관리,5,6,A15213001,4,차량수거방식,부스타방식,18,35,601,158,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 구로구 천왕로 10,천왕동,천왕이펜하우스5단지,7,2404,30,60,0,3,9,4,106
아파트,678,개별난방,금호건설,SH공사,우리관리(주),6,8,A15213002,5,음식물쓰레기종량제,부스타방식,22,56,701,251,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 구로구 천왕로 9,천왕동,천왕이펜하우스6단지,8,2209,30,20,0,4,9,4,67
아파트,526,개별난방,sh공사,한진중공업,씨앤에스자산관리,5,6,A15213003,3,음식물쓰레기종량제,부스타방식,0,35,698,177,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",서울특별시 구로구 천왕로 92,천왕동,천왕이펜하우스2단지,8,2699,40,100,50,0,10,10,210
아파트,478,개별난방,금호건설,SH공사,(주)이오티앤디,5,6,A15213004,4,음식물쓰레기종량제,부스타방식,16,37,504,170,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 구로구 천왕로 29,천왕동,천왕이펜하우스4단지,7,2284,30,60,0,3,8,4,105
아파트,"1,044",개별난방,sh공사,풍림건설,씨앤에스자산관리(주),8,10,A15213005,6,,부스타방식,29,50,9000,500,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 구로구 천왕로 56,천왕동,천왕이펜하우스3단지,7,2524,40,80,20,2,11,13,166
아파트,314,개별난방,풍림산업(주),sh공사,(주)한영파트너스에프에이치,3,4,A15213006,2,음식물쓰레기종량제,부스타방식,11,15,328,151,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 구로구 천왕로 91,천왕동,천왕이펜하우스1단지,8,2944,40,100,50,2,9,10,211
아파트,"1,018",개별난방,(주)금호건설,SH공사,우리관리(주),8,10,A15213007,7,거점장비수거방식,부스타방식,25,44,1320,320,유,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소, 기타",서울특별시 구로구 오리로 1102-10,천왕동,천왕연지타운2단지,8,2389,40,20,0,2,9,9,80
아파트,124,개별난방,일신건영(주),일신건영(주),자치관리,4,2,A15270501,1,음식물쓰레기종량제,고가수조식,3,13,108,24,무,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",서울특별시 구로구 새말로9길 22,구로동,구로일신건영,5,2662,50,20,20,17,71,43,221
아파트,245,개별난방,케이앤드탑(주),현대건설,청원종합관리,4,3,A15271601,3,거점장비수거방식,부스타방식,25,25,280,65,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 구로구 연동로13길 25,항동,서울수목원현대홈타운스위트,4,1980,30,40,0,10,19,7,106
아파트,209,개별난방,건영종합건설,철도조합,쌍용개발(주),3,2,A15275101,2,기타,부스타방식,6,85,54,30,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 구로구 고척로21나길 85-6,개봉동,개봉건영,3,1229,10,60,0,6,16,3,95
