danjigubn,sedesu,nambang,sigog,siheg,gukag,eill,guard,danjicode,clean,food,water,ellbe,gisa,giha,cctv,gucha,amenities,doro,donli,danjiname,amenitiesCnt,price,market,school,station,bank,café,hospital ,ipji
아파트,118,개별난방,이수건설,이수건설,(주)신대한관리,2,2,A10026801,1,거점장비수거방식,부스타방식,3,54,80,30,무,,서울특별시 영등포구 버드나루로12가길 13,영등포동7가,브라운스톤 영등포,0,2702,40,20,0,20,35,10,125
아파트,104,지역난방,현대사업개발,현대조합외2,유원종합관리(주),4,2,A10026804,1,음식물쓰레기종량제,고가수조식,5,72,28,14,무,"관리사무소, 어린이놀이터",서울특별시 송파구 한가람로 402,풍납동,강변현대아파트,2,2777,40,20,0,2,4,3,69
아파트,"1,221",개별난방,대림산업,영등포1-4구역도시환경정비사업조합,율산개발 유한회사,11,16,A10026816,16,차량수거방식,부스타방식,0,0,1530,275,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",서울특별시 영등포구 국회대로54길 10,영등포동7가,아크로타워스퀘어,9,5410,40,40,50,38,81,58,307
아파트,963,개별난방,현대건설,응암1주택재건축정비사업조합,대승종합관리(주),7,8,A10026834,11,,부스타방식,36,0,1180,608,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",서울특별시 은평구 백련산로 37,응암동,힐스테이트 백련산4차 아파트,9,3359,40,80,0,15,36,25,196
아파트,122,개별난방,라이프주택,묵정아파트 주택조합,,,,A10026849,,,,,,,,,,서울특별시 중구 서애로1길 34,묵정동,묵정아파트,0,2123,0,40,40,43,125,20,268
주상복합,195,중앙난방,삼성물산,용산역전면제3구역도시환경정비사업조합,우리관리(주),5,6,A10026922,5,거점장비수거방식,부스타방식,6,0,476,248,유,"관리사무소, 주민공동시설, 휴게시설, 커뮤니티공간",서울특별시 용산구 한강대로 95,한강로2가,래미안용산아파트,4,5416,30,20,150,35,147,46,428
주상복합,182,개별난방,지에스건설,돈의문지역주택조합,자이에스앤디(주),5,2,A10026940,4,차량수거방식,부스타방식,4,0,222,31,유,"관리사무소, 커뮤니티공간, 자전거보관소, 기타",서울특별시 종로구 송월길 155,교남동,경희궁자이4단지주상복합,4,7306,30,100,20,18,28,30,226
아파트,103,개별난방,우정건설,우정건설,,1,2,A10027023,1,기타,고가수조식,3,0,124,32,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 영등포구 도림로 456,문래동3가,문래우정아파트,3,2995,50,20,20,23,85,22,220
아파트,280,개별난방,현대산업개발,만강건설,(주)미래가이드,4,3,A10027071,3,음식물쓰레기종량제,부스타방식,2,0,189,74,무,"관리사무소, 휴게시설, 자전거보관소",서울특별시 용산구 독서당로 46,한남동,한남아이파크,3,5150,20,0,20,19,61,28,148
아파트,"1,722",개별난방,삼성물산주식회사,신길7재정비촉진구역주택재개발사업조함,(주)타워피엠씨,15,15,A10027073,23,음식물쓰레기종량제,부스타방식,52,0,2280,206,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",서울특별시 영등포구 신풍로 77,신길동,래미안에스티움,9,5758,60,60,50,7,20,23,220
주상복합,589,개별난방,자이건설(주),돈의문1구역 도시환경 사업조합,우리관리(주),7,10,A10027105,8,음식물쓰레기종량제,부스타방식,25,0,734,238,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 종로구 경교장길 35,평동,경희궁자이3단지,8,7774,40,180,20,37,83,59,419
주상복합,"1,148",개별난방,GS건설,돈의문1구역 도시환경 사업조합,(주)타워피엠씨,12,8,A10027118,16,음식물쓰레기종량제,부스타방식,40,0,1456,363,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",서울특별시 종로구 송월길 99,홍파동,경희궁자이2단지 아파트,10,6462,30,120,0,19,41,32,242
도시형 생활주택(주상복합),152,개별난방,신홍선건설,마르코통상,주식회사 에이치피엠씨,3,2,A10027162,1,음식물쓰레기종량제,부스타방식,2,1,76,32,무,"관리사무소, 주민공동시설, 자전거보관소",서울특별시 종로구 대학로 33,효제동,포레스트힐시티,3,3740,20,100,20,45,133,47,365
아파트,133,개별난방,대성,대성,(주)융성종합관리,2,2,A10027297,1,음식물쓰레기종량제,부스타방식,,46,100,36,무,"관리사무소, 자전거보관소",서울특별시 중랑구 봉화산로56길 140,신내동,대성유니드아파트,2,2686,60,100,0,23,64,64,311
아파트,121,개별난방,(주) 효성,(주) 효성,(주)무림하우징,1,2,A10027303,1,음식물쓰레기종량제,부스타방식,0,63,104,20,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 양천구 목동중앙북로24길 65,목동,목동효성아파트,3,2635,30,40,20,11,25,15,141
주상복합,103,개별난방,동양,부광 아이앤디,율산개발주식회사,10,4,A10027456,3,음식물쓰레기종량제,부스타방식,3,0,176,52,유,"관리사무소, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 중랑구 망우로 203,중화동,중화동양엔파트 주상복합,4,2306,10,20,100,14,44,39,227
아파트,490,지역난방,현대건설(주),현대건설(주),율산개발 유한회사,8,4,A10027461,7,차량수거방식,부스타방식,14,0,855,267,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 송파구 위례광장로 170,장지동,힐스테이트 송파위례아파트,8,4693,70,60,0,3,19,13,165
아파트,66,개별난방,가야종합건설 주,대성연립 주택조합,광인산업(주),4,2,A10027498,1,음식물쓰레기종량제,부스타방식,3,6,65,39,무,"관리사무소, 휴게시설",서울특별시 중랑구 상봉로26길 29,망우동,가야아파트,2,1788,40,40,20,25,75,49,249
주상복합,96,개별난방,월드건설,(주)시우개발,세화종합관리(주),1,2,A10027523,1,차량수거방식,부스타방식,3,30,100,15,무,관리사무소,서울특별시 송파구 올림픽로 74,잠실동,월드메르디앙주상복합아파트,1,4601,30,40,70,25,102,78,345
주상복합,78,개별난방,뉴월드건설,뉴월드건설,광인산업(주),4,2,A10027547,1,기타,부스타방식,3,45,73,32,무,"관리사무소, 자전거보관소",서울특별시 은평구 불광천길 536,응암동,애필리움아파트,2,1878,60,60,50,32,78,43,323
아파트,95,개별난방,(주)서강산업건설,(주)서강산업건설,한국주택시설관리(주),,,A10027551,,,,,,,,,,서울특별시 은평구 응암로 319,응암동,서강스카이빌1차아파트,0,1316,80,60,0,28,72,63,303
주상복합,264,개별난방,"포스코, 포스코A&C","한국자산신탁, 아우딘디엔피",광인산업(주),5,6,A10027670,7,음식물쓰레기종량제,부스타방식,6,0,554,127,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간",서울특별시 중랑구 상봉로 131,상봉동,상봉듀오트리스,6,2230,50,20,100,23,63,33,289
아파트,167,개별난방,현대산업개발,무악연립제2주택재건축정비사업,세화종합관리(주),2,2,A10027708,2,음식물쓰레기종량제,부스타방식,7,0,212,70,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 종로구 통일로18길 34,무악동,인왕산2차아이파크아파트,6,4045,20,60,50,9,12,10,161
주상복합,400,지역난방,현대산업개발 주,하나자산신탁,(주)타워피엠씨,8,4,A10027744,6,차량수거방식,부스타방식,0,0,663,308,유,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 송파구 위례광장로 136,장지동,위례아이파크아파트,7,4963,70,60,0,12,53,41,236
아파트,949,개별난방,삼성물산주식회사,조합,(주)아주관리,9,10,A10027755,10,거점장비수거방식,부스타방식,28,0,1211,100,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",서울특별시 영등포구 가마산로 442,신길동,래미안프레비뉴,9,5293,70,80,0,9,29,34,222
도시형 생활주택(주상복합),257,개별난방,(주)효성 PU,SCLPFV(주),주식회사 젠스타서비스,9,2,A10027881,2,차량수거방식,부스타방식,3,0,238,32,무,"관리사무소, 자전거보관소",서울특별시 송파구 석촌호수로 210,석촌동,석촌호수 효성해링턴타워,2,5806,70,0,0,16,78,15,179
주상복합,232,개별난방,(주) KCC 건설,(주)무궁화신탁,(주)인투빌,8,7,A10027901,5,차량수거방식,부스타방식,4,0,289,106,유,"관리사무소, 주민공동시설, 커뮤니티공간, 자전거보관소",서울특별시 용산구 백범로90길 90,문배동,용산 KCC 웰츠타워,4,4752,30,60,20,19,70,14,213
도시형 생활주택(주상복합),291,개별난방,쌍용건설(주),두암산업(주),(주)다보산업관리,3,2,A10027935,3,음식물쓰레기종량제,부스타방식,3,1,91,42,유,"관리사무소, 주민공동시설, 휴게시설",서울특별시 영등포구 대림로29길 13,대림동,대림쌍용플래티넘S,3,2108,30,80,70,23,30,43,276
아파트,76,개별난방,동구종합건설(주),동구종합건설(주),서일개발,4,2,A10028007,1,차량수거방식,부스타방식,0,29,60,16,무,"관리사무소, 자전거보관소",서울특별시 양천구 목동중앙남로 51-18,목동,동구햇살,2,2331,40,100,0,9,40,22,211
아파트,76,개별난방,동구종합건설(주),동구종합건설(주),서일개발,4,2,A10028007,1,차량수거방식,부스타방식,0,29,60,16,무,"관리사무소, 자전거보관소",서울특별시 양천구 목동중앙남로 51-18,목동,동구햇살,2,2331,40,100,0,9,40,22,211
아파트,265,개별난방,코오롱글로벌,면목제2구역재건축조합,(주)동우개발,3,4,A10028033,3,차량수거방식,부스타방식,12,0,330,96,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",서울특별시 중랑구 용마산로 210,면목동,용마산하늘채아파트,7,2763,10,40,50,8,22,7,137
아파트,71,지역난방,SK건설,은행연합주택조합,우리관리(주),,,A10028083,,,,,,,,,"관리사무소, 어린이놀이터",서울특별시 송파구 송이로 50,송파동,송파SK아파트,2,3701,80,160,0,18,58,18,334
아파트,549,지역난방,대우건설,대우건설,우리관리(주),8,6,A10028086,9,음식물쓰레기종량제,부스타방식,0,0,1100,218,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",서울특별시 송파구 위례광장로 185,장지동,위례 송파푸르지오,9,4334,60,60,0,4,16,9,149
주상복합,180,개별난방,오래되서 모름,오래되서 모름,,3,2,A10028201,1,,수도직결식,2,0,0,37,무,관리사무소,서울특별시 중구 마른내로 72,인현동2가,인현신성,1,1661,0,20,160,48,232,49,509
아파트,336,개별난방,롯데건설,황학구역주택재개발조합,(주)두온자산관리,3,2,A10044001,2,음식물쓰레기종량제,부스타방식,3,151,0,46,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터",서울특별시 중구 청계천로 400,황학동,SH황학롯데캐슬베네치아,4,3314,20,20,0,32,76,14,162
아파트,336,개별난방,롯데건설,황학구역주택재개발조합,(주)두온자산관리,3,2,A10044001,2,음식물쓰레기종량제,부스타방식,3,151,0,46,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터",서울특별시 중구 청계천로 400,황학동,SH황학롯데캐슬베네치아,4,3314,20,20,0,32,76,14,162
아파트,"1,534",개별난방,롯데건설,황학주택재개발조합,(주)한빛관리,15,17,A10044002,19,음식물쓰레기종량제,부스타방식,20,1959,0,703,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 중구 청계천로 400,황학동,롯데캐슬베네치아,7,3314,20,20,0,32,76,14,162
아파트,"1,534",개별난방,롯데건설,황학주택재개발조합,(주)한빛관리,15,17,A10044002,19,음식물쓰레기종량제,부스타방식,20,1959,0,703,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 중구 청계천로 400,황학동,롯데캐슬베네치아,7,3314,20,20,0,32,76,14,162
아파트,461,개별난방,대우건설(주),신당동 동화주택 주택재개발조합,서림주택관리(주),6,9,A10045001,5,음식물쓰레기종량제,부스타방식,12,0,649,138,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 중구 다산로36길 110,신당동,신당푸르지오,4,3500,30,160,40,19,39,22,310
아파트,737,개별난방,대림산업,신당 제7주택재개발아파트,대한산업개발(주),8,6,A10045002,11,음식물쓰레기종량제,부스타방식,33,23,979,208,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 중구 청구로 64,신당동,청구e편한세상(분양),7,4684,20,140,100,28,62,25,375
아파트,737,개별난방,대림산업,신당 제7주택재개발아파트,대한산업개발(주),8,6,A10045002,11,음식물쓰레기종량제,부스타방식,33,23,979,208,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 중구 청구로 64,신당동,청구e편한세상(분양),7,4684,20,140,100,28,62,25,375
아파트,"2,034",개별난방,동아건설,sh공사,(주)동우개발,12,14,A10045301,8,차량수거방식,부스타방식,24,187,589,135,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",서울특별시 중구 다산로 32,신당동,신당남산타운임대,8,4166,40,40,50,6,9,5,150
아파트,"2,034",개별난방,동아건설,sh공사,(주)동우개발,12,14,A10045301,8,차량수거방식,부스타방식,24,187,589,135,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",서울특별시 중구 다산로 32,신당동,신당남산타운임대,8,4166,40,40,50,6,9,5,150
아파트,"3,116",개별난방,현대건설.SK건설.동아건설,신당3구역 주택재개발 사업조함,,24,68,A10045302,30,음식물쓰레기종량제,고가수조식,74,878,2441,589,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소, 기타",서울특별시 중구 다산로 32,신당동,신당남산타운(분양),7,4166,40,40,50,6,9,5,150
아파트,"3,116",개별난방,현대건설.SK건설.동아건설,신당3구역 주택재개발 사업조함,,24,68,A10045302,30,음식물쓰레기종량제,고가수조식,74,878,2441,589,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소, 기타",서울특별시 중구 다산로 32,신당동,신당남산타운(분양),7,4166,40,40,50,6,9,5,150
아파트,440,개별난방,삼성물산,삼성물산,(주)미래에이비엠,5,2,A10045401,2,음식물쓰레기종량제,고가수조식,6,29,107,21,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 중구 청구로1길 23,신당동,신당삼성임대,4,3136,30,140,60,21,38,30,319
아파트,440,개별난방,삼성물산,삼성물산,(주)미래에이비엠,5,2,A10045401,2,음식물쓰레기종량제,고가수조식,6,29,107,21,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 중구 청구로1길 23,신당동,신당삼성임대,4,3136,30,140,60,21,38,30,319
아파트,684,개별난방,동아건설,동아건설,(주)미래에이비엠,5,6,A10045402,3,음식물쓰레기종량제,부스타방식,8,54,140,44,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 중구 동호로10길 30,신당동,약수하이츠아파트(임대),4,4127,30,120,40,18,61,41,310
아파트,684,개별난방,동아건설,동아건설,(주)미래에이비엠,5,6,A10045402,3,음식물쓰레기종량제,부스타방식,8,54,140,44,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 중구 동호로10길 30,신당동,약수하이츠아파트(임대),4,4127,30,120,40,18,61,41,310
아파트,994,개별난방,삼성물산,삼성물산,세화종합관리(주),10,12,A10045403,11,음식물쓰레기종량제,고가수조식,25,183,1094,223,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",서울특별시 중구 청구로1길 23,신당동,신당삼성(분양),5,3136,30,140,60,21,38,30,319
아파트,994,개별난방,삼성물산,삼성물산,세화종합관리(주),10,12,A10045403,11,음식물쓰레기종량제,고가수조식,25,183,1094,223,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",서울특별시 중구 청구로1길 23,신당동,신당삼성(분양),5,3136,30,140,60,21,38,30,319
아파트,"1,598",개별난방,동아건설(주),동아건설(주),에이제이대원 주식회사,12,17,A10045404,15,거점장비수거방식,압력탱크식,36,454,1381,275,유,"관리사무소, 노인정, 어린이놀이터",서울특별시 중구 동호로10길 30,신당동,신당약수하이츠,3,4127,30,120,40,18,61,41,310
아파트,"1,598",개별난방,동아건설(주),동아건설(주),에이제이대원 주식회사,12,17,A10045404,15,거점장비수거방식,압력탱크식,36,454,1381,275,유,"관리사무소, 노인정, 어린이놀이터",서울특별시 중구 동호로10길 30,신당동,신당약수하이츠,3,4127,30,120,40,18,61,41,310
아파트,942,개별난방,현대건설(주),신당제1구역 재개발조합,서림주택관리(주),8,20,A10045601,9,음식물쓰레기종량제,부스타방식,20,742,0,104,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 중구 다산로36길 109,신당동,신당현대,3,2432,40,100,0,13,19,5,177
아파트,273,개별난방,GS건설(주),휴먼넥스(주),우리관리(주),5,6,A10071301,4,차량수거방식,부스타방식,6,0,481,266,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",서울특별시 중구 퇴계로 235,충무로4가,남산센트럴자이,8,3156,0,40,90,51,163,41,385
주상복합,236,개별난방,쌍용건설(주),(주)해창,우리관리(주),9,6,A10072501,9,차량수거방식,부스타방식,5,0,605,146,유,"관리사무소, 어린이놀이터, 휴게시설, 커뮤니티공간",서울특별시 중구 소공로 46,회현동2가,쌍용남산플래티넘,4,3040,0,80,40,60,197,80,457
아파트,132,개별난방,파라다이스건설,파라다이스건설,율산개발(주),4,0,A10078102,1,음식물쓰레기종량제,부스타방식,4,24,112,22,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 중구 다산로42나길 46,신당동,파라다이스,3,2725,20,80,80,37,88,43,348
아파트,158,개별난방,대림산업주식회사,신당제7주택재개발정비사업조합,(주)아주관리,3,2,A10078103,1,차량수거방식,부스타방식,2,17,95,27,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 중구 청구로 64,신당동,청구e편한세상임대,4,4684,20,140,100,28,62,25,375
아파트,158,개별난방,대림산업주식회사,신당제7주택재개발정비사업조합,(주)아주관리,3,2,A10078103,1,차량수거방식,부스타방식,2,17,95,27,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 중구 청구로 64,신당동,청구e편한세상임대,4,4684,20,140,100,28,62,25,375
아파트,784,개별난방,(주)삼성물산,6개발구역조합,우리관리(주),7,8,A10078901,10,음식물쓰레기종량제,부스타방식,30,0,968,279,유,"관리사무소, 노인정, 보육시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 중구 퇴계로90길 74,신당동,래미안신당하이베르,6,3979,30,100,0,17,38,18,203
아파트,784,개별난방,(주)삼성물산,6개발구역조합,우리관리(주),7,8,A10078901,10,음식물쓰레기종량제,부스타방식,30,0,968,279,유,"관리사무소, 노인정, 보육시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 중구 퇴계로90길 74,신당동,래미안신당하이베르,6,3979,30,100,0,17,38,18,203
아파트,161,개별난방,삼성물산(주),신당제6주택 재개발 정비사업조합,대한종합개발(주),3,2,A10078902,1,음식물쓰레기종량제,부스타방식,2,8,153,33,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 중구 퇴계로90길 74,신당동,래미안신당하이베르임대,4,3979,30,100,0,17,38,18,203
아파트,161,개별난방,삼성물산(주),신당제6주택 재개발 정비사업조합,대한종합개발(주),3,2,A10078902,1,음식물쓰레기종량제,부스타방식,2,8,153,33,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 중구 퇴계로90길 74,신당동,래미안신당하이베르임대,4,3979,30,100,0,17,38,18,203
아파트,181,개별난방,LIG건설(주),LIG건설(주),주식회사 푸른종합주택관리,2,3,A10080701,2,음식물쓰레기종량제,부스타방식,7,0,221,43,유,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 중구 만리재로33길 21,만리동1가,LIG서울역리가,5,5322,20,60,80,23,67,17,267
아파트,712,개별난방,삼성물산,충정1-3지구 주택재개발조합,광인산업(주),6,11,A10085903,7,음식물쓰레기종량제,부스타방식,18,106,784,173,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 중구 중림로 10,중림동,중림삼성사이버빌리지,5,4624,30,40,100,15,70,19,274
주상복합,286,개별난방,알수 없음,알수 없음,자치관리,5,4,A10086301,3,차량수거방식,고가수조식,3,0,0,66,무,관리사무소,서울특별시 중구 퇴계로 217,충무로4가,충무로진양,1,2040,0,20,120,45,207,43,435
주상복합,263,개별난방,대림산업,즐거운나라,인덕종합관리(주),5,6,A10086801,4,음식물쓰레기종량제,부스타방식,6,0,414,185,유,"관리사무소, 어린이놀이터",서울특별시 중구 퇴계로 447,황학동,황학아크로타워,2,3204,20,80,70,23,99,52,344
주상복합,233,개별난방,SK건설,마커스홀딩스,(주)타워피엠씨,8,6,A10088101,8,거점장비수거방식,부스타방식,6,0,567,196,유,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 중구 퇴계로 72,회현동1가,남산SK리더스뷰,5,3354,10,20,50,74,184,78,416
주상복합,386,중앙난방,(주)롯데건설,군인공제회,(주)타워피엠씨,12,11,A10088102,10,음식물쓰레기종량제,부스타방식,10,0,760,242,유,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",서울특별시 중구 소공로 35,회현동1가,남산롯데캐슬아이리스,8,3098,0,40,50,52,158,68,368
주상복합,150,개별난방,롯데건설(주),애경개발(주),율산개발 유한회사,3,2,A10095501,1,음식물쓰레기종량제,부스타방식,2,4,90,67,무,"관리사무소, 문고, 커뮤니티공간, 자전거보관소",서울특별시 중구 퇴계로75길 7,흥인동,동대문와이즈캐슬,4,3671,40,100,70,54,103,35,402
주상복합,295,개별난방,두산중공업,아시아신탁(주),,12,9,A10095502,10,기타,부스타방식,0,0,618,237,유,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 기타",서울특별시 중구 다산로46길 17,흥인동,청계천두산위브더제니스,8,3688,40,100,100,57,98,45,440
아파트,176,개별난방,삼성중공업(주),중소기업은행 평창동 주택조합,신한영주택관리(주),3,2,A11001203,2,음식물쓰레기종량제,고가수조식,4,20,150,32,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 종로구 평창문화로 172,평창동,평창삼성,3,1978,10,0,0,2,13,1,26
주상복합,744,개별난방,풍림산업(주),사직1구역 도심 재개발조합,(주)타워피엠씨,13,16,A11005401,14,기타,부스타방식,21,10,1405,256,유,"관리사무소, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",서울특별시 종로구 사직로8길 4,사직동,광화문풍림스페이스본 아파트,9,3806,30,40,20,22,149,29,290
아파트,150,개별난방,쌍용건설,군인공제조합,우리관리주식회사,5,4,A11007001,4,차량수거방식,부스타방식,0,0,315,82,무,"관리사무소, 주민공동시설",서울특별시 종로구 사직로8길 34,내수동,경희궁의아침3단지,2,3309,40,0,70,41,219,63,433
주상복합,291,개별난방,현대건설,팬퍼시픽,인덕종합관리(주),4,6,A11034001,3,음식물쓰레기종량제,부스타방식,2,0,204,56,무,"관리사무소, 자전거보관소",서울특별시 종로구 돈화문로11가길 59,익선동,현대뜨레비앙,2,2149,0,60,90,30,281,11,472
주상복합,298,개별난방,(주)효성건설,태승플레이,남경종합관리(주),6,8,A11041001,7,기타,부스타방식,8,0,428,81,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 종로구 종로 183,인의동,효성주얼리시티아파트,6,2535,10,20,70,47,126,39,312
아파트,436,개별난방,아남건설(주),총무처주택조합외 11개 조합,서림주택관리(주),5,8,A11052201,4,거점장비수거방식,부스타방식,12,130,308,66,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 종로구 창경궁로 265,명륜2가,명륜아남1차,5,3474,50,100,20,26,214,27,437
아파트,529,개별난방,두산건설(주),두산건설,율산개발(주),6,4,A11054101,7,음식물쓰레기종량제,부스타방식,11,114,407,108,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터",서울특별시 종로구 지봉로5길 7,창신동,창신두산,6,3523,40,20,120,23,61,57,321
아파트,585,개별난방,쌍용건설,창신 제1-2 재개발조합,,6,8,A11054301,6,음식물쓰레기종량제,부스타방식,10,306,0,60,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 종로구 동망산길 19,창신동,창신쌍용1단지,3,2482,40,140,50,8,23,5,266
아파트,288,개별난방,현대건설,숭인5구역주택개발조합,서림주택관리(주),4,4,A11055002,3,음식물쓰레기종량제,부스타방식,10,0,342,93,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 종로구 숭인동길 21,숭인동,종로청계힐스테이트,6,2877,40,60,110,34,74,31,349
아파트,919,개별난방,쌍용건설,창신제2지구 재개발조합,(주)케이비엠플러스,9,14,A11077101,7,음식물쓰레기종량제,부스타방식,16,373,127,126,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 종로구 낙산길 198,창신동,창신쌍용아파트 2단지,4,2434,50,100,20,7,28,1,206
아파트,810,개별난방,현대산업개발,현대산업개발,한국주택시설관리(주),8,7,A11081302,8,,수도직결식,29,65,979,248,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 종로구 통일로18길 9,무악동,인왕산아이파크,3,4531,0,40,20,7,4,8,79
아파트,964,개별난방,현대건설,무악 제1구역 주택개발조합,세화종합관리(주),10,24,A11081503,10,음식물쓰레기종량제,고가수조식,25,283,879,120,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",서울특별시 종로구 통일로 246-20,무악동,무악현대,10,3244,20,100,20,7,13,9,169
아파트,156,개별난방,롯데건설,북악맨션재건축조합,율산개발(주),3,4,A11084601,3,기타,부스타방식,6,3,253,52,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 종로구 평창문화로 140,평창동,평창롯데,5,2488,20,0,0,3,12,1,36
주상복합,90,개별난방,쌍용건설,쌍용건설,,,,A11087101,,,,,,,,,,서울특별시 종로구 사직로8길 24,내수동,경희궁의아침2단지,0,3708,40,0,50,35,220,51,396
아파트,220,개별난방,롯데건설,롯데건설,삼정알엠씨(주),9,4,A11087601,8,차량수거방식,부스타방식,0,0,220,88,유,"관리사무소, 주민공동시설, 자전거보관소",서울특별시 종로구 종로 347,숭인동,롯데캐슬천지인,3,2888,50,20,100,29,63,52,314
아파트,416,개별난방,동부건설,숭인제4구역재정비사업조합,(주)덕우,5,4,A11087602,5,음식물쓰레기종량제,부스타방식,18,3,509,118,유,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 종로구 동망산길 47,숭인동,종로센트레빌,7,3422,30,120,50,14,28,12,254
아파트,204,개별난방,대주건설,대주건설,(주)광인산업,3,4,A12201001,2,,부스타방식,8,31,243,40,무,,서울특별시 은평구 백련산로 6,응암동,대주피오레아파트,0,2274,60,120,0,20,41,5,246
